"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"78","Bureau of Engineering","7812","Sidewalks and Complete Streets","100","57F","Sidewalk Repair Fund (Sch. 51)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4
"78","Bureau of Engineering","7812","Sidewalks and Complete Streets","100","57F","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",9
"78","Bureau of Engineering","7812","Sidewalks and Complete Streets","100","59C","Measure M Local Return Fund (Sch. 52)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",8
"78","Bureau of Engineering","7850","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",9
"78","Bureau of Engineering","7850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",39.22
"78","Bureau of Engineering","7850","General Administration and Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.5
"78","Bureau of Engineering","7850","General Administration and Support","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1.48
"78","Bureau of Engineering","7850","General Administration and Support","100","761","Sewer Capital Fund (Sch. 14)","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"78","Bureau of Engineering","7850","General Administration and Support","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",33.3
"78","Bureau of Engineering","7850","General Administration and Support","100","761","Sewer Capital Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.5
"82","Bureau of Sanitation","8201","Watershed Protection","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",9
"82","Bureau of Sanitation","8201","Watershed Protection","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",158
"82","Bureau of Sanitation","8201","Watershed Protection","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",24
"82","Bureau of Sanitation","8201","Watershed Protection","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",17
"82","Bureau of Sanitation","8202","Clean Water","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"82","Bureau of Sanitation","8202","Clean Water","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1268
"82","Bureau of Sanitation","8202","Clean Water","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",5
"82","Bureau of Sanitation","8202","Clean Water","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",34
"82","Bureau of Sanitation","8203","Solid Resources","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"82","Bureau of Sanitation","8203","Solid Resources","100","46D","Citywide Recycling Trust Fund (Sch. 32)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",95
"82","Bureau of Sanitation","8203","Solid Resources","100","46D","Citywide Recycling Trust Fund (Sch. 32)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",57
"82","Bureau of Sanitation","8203","Solid Resources","100","47R","Central Recycling Transfer Station Fund (Sch. 45)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",14
"82","Bureau of Sanitation","8203","Solid Resources","100","48H","Los Angeles Regional Agency Trust Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"82","Bureau of Sanitation","8203","Solid Resources","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1180
"82","Bureau of Sanitation","8203","Solid Resources","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",4
"82","Bureau of Sanitation","8203","Solid Resources","100","50D","Multi-Family Bulky Item Fee Fund (Sch. 50)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",37
"82","Bureau of Sanitation","8203","Solid Resources","100","50D","Multi-Family Bulky Item Fee Fund (Sch. 50)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",7
"82","Bureau of Sanitation","8203","Solid Resources","100","567","Household Hazardous Waste Fund (Sch. 39)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",8
"82","Bureau of Sanitation","8203","Solid Resources","100","586","Used Oil Collection Trust Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",5
"82","Bureau of Sanitation","8203","Solid Resources","100","586","Used Oil Collection Trust Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1
"82","Bureau of Sanitation","8203","Solid Resources","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"82","Bureau of Sanitation","8204","Environmental Quality","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",105
"82","Bureau of Sanitation","8204","Environmental Quality","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",97
"82","Bureau of Sanitation","8249","Technology Support","100","46D","Citywide Recycling Trust Fund (Sch. 32)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"82","Bureau of Sanitation","8249","Technology Support","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",15.75
"82","Bureau of Sanitation","8249","Technology Support","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.25
"82","Bureau of Sanitation","8249","Technology Support","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",45
"82","Bureau of Sanitation","8250","General Administration and Support","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",32.34
"82","Bureau of Sanitation","8250","General Administration and Support","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",1.84
"82","Bureau of Sanitation","8250","General Administration and Support","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3.34
"82","Bureau of Sanitation","8250","General Administration and Support","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",0.24
"82","Bureau of Sanitation","8250","General Administration and Support","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",38.32
"82","Bureau of Sanitation","8250","General Administration and Support","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",2.92
"84","Bureau of Street Lighting","8401","Design and Construction","100","100","General Fund","POSAN","As Needed Positions","2018-19 Proposed Budget",1
"84","Bureau of Street Lighting","8401","Design and Construction","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",9
"84","Bureau of Street Lighting","8401","Design and Construction","100","206","Special Gas Tax Improvement Fund (Sch. 5)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",6
"84","Bureau of Street Lighting","8401","Design and Construction","100","26Y","MICLA 2017 Streetlights Construction Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",18
"84","Bureau of Street Lighting","8401","Design and Construction","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",65
"84","Bureau of Street Lighting","8401","Design and Construction","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",56
"84","Bureau of Street Lighting","8401","Design and Construction","100","43U","Street Banners Revenue Trust Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",1
"84","Bureau of Street Lighting","8401","Design and Construction","100","51Q","Measure R Local Return Fund (Sch. 49)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",5
"84","Bureau of Street Lighting","8401","Design and Construction","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",3
"84","Bureau of Street Lighting","8401","Design and Construction","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",20
"84","Bureau of Street Lighting","8401","Design and Construction","100","59C","Measure M Local Return Fund (Sch. 52)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",2
"84","Bureau of Street Lighting","8401","Design and Construction","100","59V","Road Maintenance and Rehabilitation Program Special (Sch. 5)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",4
"84","Bureau of Street Lighting","8401","Design and Construction","100","655","Transportation Grants Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",8
"84","Bureau of Street Lighting","8401","Design and Construction","100","761","Sewer Capital Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",2
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","206","Special Gas Tax Improvement Fund (Sch. 5)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",4
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","206","Special Gas Tax Improvement Fund (Sch. 5)","RESSG","Civilian Resolution Authority Positions","2018-19 Proposed Budget",4
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSAN","As Needed Positions","2018-19 Proposed Budget",1
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",89
"84","Bureau of Street Lighting","8403","Street Lighting Assessment","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",10
"84","Bureau of Street Lighting","8450","General Administration and Support","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSAN","As Needed Positions","2018-19 Proposed Budget",2
"84","Bureau of Street Lighting","8450","General Administration and Support","100","347","Street Lighting Maintenance Assessment Fund (Sch. 19)","POSSG","Civilian Regular Authority Positions","2018-19 Proposed Budget",27
