Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,004430,Uniforms,BB,-18000,-18000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-3000,-3000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006020,Operating Supplies ,BB,-10000,-10000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,120079,120079
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,001010,Salaries General,01,698089,698089
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,001090,Overtime General,01,80000,80000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,002120,Printing and Binding,01,2000,2000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,003030,Construction Expense,01,50000,50000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,003040,Contractual Services,01,167664,167664
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,004430,Uniforms,01,18000,18000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,006010,Office and Administrative ,01,3000,3000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Risk and Liability Mitigation,3-Continuation of Services,006020,Operating Supplies ,01,10000,10000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,59C,Measure M Local Return Fund (Sch. 52),Vision Zero Bicycle Lane Inspection and Cleaning,3-Continuation of Services,001010,Salaries General,01,457509,457509
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-88208,-88208
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,12979,12979
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 129,7-Efficiencies to Services,003030,Construction Expense,01,,-2647530
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,01,,-150238
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,BB,,-197770
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,9322738,9322738
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Funding Source Realignment,10-Other Changes or Adjustments,003030,Construction Expense,01,-452797,-452797
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation,10-Other Changes or Adjustments,001090,Overtime General,01,,-697902
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation,10-Other Changes or Adjustments,003030,Construction Expense,01,,-4859473
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation,10-Other Changes or Adjustments,003040,Contractual Services,01,,-442625
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,001010,Salaries General,01,-2626664,-2626664
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,001090,Overtime General,01,-283007,-283007
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,003030,Construction Expense,01,-3825061,-3825061
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,003040,Contractual Services,01,-141102,-141102
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,004430,Uniforms,01,-20520,-20520
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Pavement Preservation Reduction,7-Efficiencies to Services,006020,Operating Supplies ,01,-103646,-103646
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Program Realignment of Pavement Preservation Staff,10-Other Changes or Adjustments,001010,Salaries General,BB,-151112,-151112
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,001090,Overtime General,BB,1170779,1170779
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,003030,Construction Expense,BB,9137331,9137331
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,003040,Contractual Services,BB,583727,583727
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,004430,Uniforms,BB,78160,78160
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,006010,Office and Administrative ,BB,133890,133890
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Restoration of One-Time Expense Reduction,5-Restoration of Services,006020,Operating Supplies ,BB,428779,428779
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-136763,-136763
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-1446587,-1446587
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,100,General Fund,Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,436520,436520
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-87555,-87555
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,13026,13026
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,01,,118197
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Budget and Finance Committee Report Item No. 91,3-Continuation of Services,001010,Salaries General,BB,,-118197
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-97810,-97810
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-8000,-8000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,002120,Printing and Binding,BB,-200,-200
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003040,Contractual Services,BB,-350000,-350000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,004430,Uniforms,BB,-150,-150
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-2300,-2300
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,1152223,1152223
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Pavement Preservation,10-Other Changes or Adjustments,001090,Overtime General,01,,697902
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Pavement Preservation,10-Other Changes or Adjustments,003030,Construction Expense,01,,4859473
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Pavement Preservation,10-Other Changes or Adjustments,003040,Contractual Services,01,,442625
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Program Realignment of Pavement Preservation Staff,10-Other Changes or Adjustments,001010,Salaries General,BB,-409347,-409347
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Program Realignment of Pavement Preservation Staff,10-Other Changes or Adjustments,003040,Contractual Services,BB,-125000,-125000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Rental of Power Screen Unit for Asphalt Plant I,3-Continuation of Services,003030,Construction Expense,01,-592231,-592231
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Rental of Power Screen Unit for Asphalt Plant I,3-Continuation of Services,003040,Contractual Services,01,592231,592231
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Restoration of One-Time Expense Reduction,5-Restoration of Services,003040,Contractual Services,BB,8762883,8762883
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Restoration of One-Time Expense Reduction,5-Restoration of Services,006020,Operating Supplies ,BB,3474018,3474018
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-113798,-113798
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-919923,-919923
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,584837,584837
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Special Fund Reduction,7-Efficiencies to Services,001010,Salaries General,01,-1256690,-1256690
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,206,Special Gas Tax Improvement Fund (Sch. 5),Special Fund Reduction,7-Efficiencies to Services,003030,Construction Expense,01,-1517498,-1517498
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-3223,-3223
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,385,Proposition A Local Transit Assistance Fund (Sch. 26),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,484,484
